kernel_size,num_heads,best_val_loss,test_RMSE_V,test_MAE_V,test_R2,train_time_min,infer_ms_per_sample
3,2,0.024462446570396423,3.433139462845938,0.9740282297134399,0.022417306900024414,1.3568326036135356,0.2974853891884973
3,4,0.024675367400050163,3.5407274384590846,1.2496662139892578,-0.039813876152038574,1.280535085995992,0.2992892301498668
5,2,0.024641577154397964,3.51138130917525,1.1716006994247437,-0.022649049758911133,1.334231690565745,0.34108936153521846
5,4,0.024607127532362938,3.729210510564467,1.5802327394485474,-0.15346503257751465,0.9492470065752665,0.3283122964259887
