horizon_steps,horizon_seconds,best_val_loss,test_RMSE_V,test_MAE_V,test_R2,train_time_min,infer_ms_per_sample
6,60,0.025206683203577995,3.976468248130941,1.9013551473617554,-0.31149208545684814,0.9508620778719584,0.26837600019162633
12,120,0.02529026009142399,3.8217138048989456,1.6757276058197021,-0.21122372150421143,0.8836466073989868,0.3445324685725914
18,180,0.025340942665934563,3.6588806078986025,1.3368488550186157,-0.11005020141601562,1.00094233751297,0.32254400293828506
